Timestamp,Value
2022-07-08 10:15:05.600,1.0
2022-07-08 10:15:05.700,1.0
2022-07-08 10:15:05.800,1.0
2022-07-08 10:15:05.900,1.0
2022-07-08 10:15:06.000,1.0
2022-07-08 10:15:06.100,1.0
2022-07-08 10:15:06.200,1.0
2022-07-08 10:15:06.300,1.0
2022-07-08 10:15:06.400,1.0
2022-07-08 10:15:06.500,1.0
2022-07-08 10:15:06.600,1.0
2022-07-08 10:15:06.700,1.0
2022-07-08 10:15:06.800,1.0
2022-07-08 10:15:06.900,1.0
2022-07-08 10:15:07.000,1.0
2022-07-08 10:15:07.100,1.0
2022-07-08 10:15:07.200,1.0
2022-07-08 10:15:07.300,1.0
2022-07-08 10:15:07.400,1.0
2022-07-08 10:15:07.500,1.0
2022-07-08 10:15:07.600,1.0
2022-07-08 10:15:07.700,1.0
2022-07-08 10:15:07.800,1.0
2022-07-08 10:15:07.900,1.0
2022-07-08 10:15:08.000,1.0
2022-07-08 10:15:08.100,1.0
2022-07-08 10:15:08.200,1.0
2022-07-08 10:15:08.300,1.0
2022-07-08 10:15:08.400,1.0
2022-07-08 10:15:08.500,1.0
2022-07-08 10:15:08.600,1.0
2022-07-08 10:15:08.700,1.0
2022-07-08 10:15:08.800,1.0
2022-07-08 10:15:08.900,1.0
2022-07-08 10:15:09.000,1.0
2022-07-08 10:15:09.100,1.0
2022-07-08 10:15:09.200,1.0
2022-07-08 10:15:09.300,1.0
2022-07-08 10:15:09.400,1.0
2022-07-08 10:15:09.500,1.0
2022-07-08 10:15:09.600,1.0
2022-07-08 10:15:09.700,1.0
2022-07-08 10:15:09.800,1.0
2022-07-08 10:15:09.900,1.0
2022-07-08 10:15:10.000,1.0
2022-07-08 10:15:10.100,1.0
2022-07-08 10:15:10.200,1.0
2022-07-08 10:15:10.300,1.0
2022-07-08 10:15:10.400,1.0
2022-07-08 10:15:10.500,1.0
2022-07-08 10:15:10.600,1.0
2022-07-08 10:15:10.700,1.0
2022-07-08 10:15:10.800,1.0
2022-07-08 10:15:10.900,1.0
2022-07-08 10:15:11.000,1.0
2022-07-08 10:15:11.100,1.0
2022-07-08 10:15:11.200,1.0
2022-07-08 10:15:11.300,1.0
2022-07-08 10:15:11.400,1.0
2022-07-08 10:15:11.500,1.0
2022-07-08 10:15:11.600,1.0
2022-07-08 10:15:11.700,1.0
2022-07-08 10:15:11.800,1.0
2022-07-08 10:15:11.900,1.0
2022-07-08 10:15:12.000,1.0
2022-07-08 10:15:12.100,1.0
2022-07-08 10:15:12.200,1.0
2022-07-08 10:15:12.300,1.0
2022-07-08 10:15:12.400,1.0
2022-07-08 10:15:12.500,1.0
2022-07-08 10:15:12.600,1.0
2022-07-08 10:15:12.700,1.0
2022-07-08 10:15:12.800,1.0
2022-07-08 10:15:12.900,1.0
2022-07-08 10:15:13.000,1.0
2022-07-08 10:15:13.100,1.0
2022-07-08 10:15:13.200,1.0
2022-07-08 10:15:13.300,1.0
2022-07-08 10:15:13.400,1.0
2022-07-08 10:15:13.500,1.0
2022-07-08 10:15:13.600,1.0
2022-07-08 10:15:13.700,1.0
2022-07-08 10:15:13.800,1.0
2022-07-08 10:15:13.900,1.0
2022-07-08 10:15:14.000,1.0
2022-07-08 10:15:14.100,1.0
2022-07-08 10:15:14.200,1.0
2022-07-08 10:15:14.300,1.0
2022-07-08 10:15:14.400,1.0
2022-07-08 10:15:14.500,1.0
2022-07-08 10:15:14.600,1.0
2022-07-08 10:15:14.700,1.0
2022-07-08 10:15:14.800,1.0
2022-07-08 10:15:14.900,1.0
2022-07-08 10:15:15.000,1.0
2022-07-08 10:15:15.100,1.0
2022-07-08 10:15:15.200,1.0
2022-07-08 10:15:15.300,1.0
2022-07-08 10:15:15.400,1.0
2022-07-08 10:15:15.500,1.0
2022-07-08 10:15:15.600,1.0
2022-07-08 10:15:15.700,1.0
2022-07-08 10:15:15.800,1.0
2022-07-08 10:15:15.900,1.0
2022-07-08 10:15:16.000,1.0
2022-07-08 10:15:16.100,1.0
2022-07-08 10:15:16.200,1.0
2022-07-08 10:15:16.300,1.0
2022-07-08 10:15:16.400,1.0
2022-07-08 10:15:16.500,1.0
2022-07-08 10:15:16.600,1.0
2022-07-08 10:15:16.700,1.0
2022-07-08 10:15:16.800,1.0
2022-07-08 10:15:16.900,1.0
2022-07-08 10:15:17.000,1.0
2022-07-08 10:15:17.100,1.0
2022-07-08 10:15:17.200,1.0
2022-07-08 10:15:17.300,1.0
2022-07-08 10:15:17.400,1.0
2022-07-08 10:15:17.500,1.0
2022-07-08 10:15:17.600,1.0
2022-07-08 10:15:17.700,1.0
2022-07-08 10:15:17.800,1.0
2022-07-08 10:15:17.900,1.0
2022-07-08 10:15:18.000,1.0
2022-07-08 10:15:18.100,1.0
2022-07-08 10:15:18.200,1.0
2022-07-08 10:15:18.300,1.0
2022-07-08 10:15:18.400,1.0
2022-07-08 10:15:18.500,1.0
2022-07-08 10:15:18.600,1.0
2022-07-08 10:15:18.700,1.0
2022-07-08 10:15:18.800,1.0
2022-07-08 10:15:18.900,1.0
2022-07-08 10:15:19.000,1.0
2022-07-08 10:15:19.100,1.0
2022-07-08 10:15:19.200,1.0
2022-07-08 10:15:19.300,1.0
2022-07-08 10:15:19.400,1.0
2022-07-08 10:15:19.500,1.0
2022-07-08 10:15:19.600,1.0
2022-07-08 10:15:19.700,1.0
2022-07-08 10:15:19.800,1.0
2022-07-08 10:15:19.900,1.0
2022-07-08 10:15:20.000,1.0
2022-07-08 10:15:20.100,1.0
2022-07-08 10:15:20.200,1.0
2022-07-08 10:15:20.300,1.0
2022-07-08 10:15:20.400,1.0
2022-07-08 10:15:20.500,1.0
2022-07-08 10:15:20.600,1.0
2022-07-08 10:15:20.700,1.0
2022-07-08 10:15:20.800,1.0
2022-07-08 10:15:20.900,1.0
2022-07-08 10:15:21.000,1.0
2022-07-08 10:15:21.100,1.0
2022-07-08 10:15:21.200,1.0
2022-07-08 10:15:21.300,1.0
2022-07-08 10:15:21.400,1.0
2022-07-08 10:15:21.500,1.0
2022-07-08 10:15:21.600,1.0
2022-07-08 10:15:21.700,1.0
2022-07-08 10:15:21.800,1.0
2022-07-08 10:15:21.900,1.0
2022-07-08 10:15:22.000,1.0
2022-07-08 10:15:22.100,1.0
2022-07-08 10:15:22.200,1.0
2022-07-08 10:15:22.300,1.0
2022-07-08 10:15:22.400,1.0
2022-07-08 10:15:22.500,1.0
2022-07-08 10:15:22.600,1.0
2022-07-08 10:15:22.700,1.0
2022-07-08 10:15:22.800,1.0
2022-07-08 10:15:22.900,1.0
2022-07-08 10:15:23.000,1.0
2022-07-08 10:15:23.100,1.0
2022-07-08 10:15:23.200,1.0
2022-07-08 10:15:23.300,1.0
2022-07-08 10:15:23.400,1.0
2022-07-08 10:15:23.500,1.0
2022-07-08 10:15:23.600,1.0
2022-07-08 10:15:23.700,1.0
2022-07-08 10:15:23.800,1.0
2022-07-08 10:15:23.900,1.0
2022-07-08 10:15:24.000,1.0
2022-07-08 10:15:24.100,1.0
2022-07-08 10:15:24.200,1.0
2022-07-08 10:15:24.300,1.0
2022-07-08 10:15:24.400,1.0
2022-07-08 10:15:24.500,1.0
2022-07-08 10:15:24.600,1.0
2022-07-08 10:15:24.700,1.0
2022-07-08 10:15:24.800,1.0
2022-07-08 10:15:24.900,1.0
2022-07-08 10:15:25.000,1.0
2022-07-08 10:15:25.100,1.0
2022-07-08 10:15:25.200,1.0
2022-07-08 10:15:25.300,1.0
2022-07-08 10:15:25.400,1.0
2022-07-08 10:15:25.500,1.0
2022-07-08 10:15:25.600,1.0
2022-07-08 10:15:25.700,1.0
2022-07-08 10:15:25.800,1.0
2022-07-08 10:15:25.900,1.0
2022-07-08 10:15:26.000,1.0
2022-07-08 10:15:26.100,1.0
2022-07-08 10:15:26.200,1.0
2022-07-08 10:15:26.300,1.0
2022-07-08 10:15:26.400,1.0
2022-07-08 10:15:26.500,1.0
2022-07-08 10:15:26.600,1.0
2022-07-08 10:15:26.700,1.0
2022-07-08 10:15:26.800,1.0
2022-07-08 10:15:26.900,1.0
2022-07-08 10:15:27.000,1.0
2022-07-08 10:15:27.100,1.0
2022-07-08 10:15:27.200,1.0
2022-07-08 10:15:27.300,1.0
2022-07-08 10:15:27.400,1.0
2022-07-08 10:15:27.500,1.0
2022-07-08 10:15:27.600,1.0
2022-07-08 10:15:27.700,1.0
2022-07-08 10:15:27.800,1.0
2022-07-08 10:15:27.900,1.0
2022-07-08 10:15:28.000,1.0
2022-07-08 10:15:28.100,1.0
2022-07-08 10:15:28.200,1.0
2022-07-08 10:15:28.300,1.0
2022-07-08 10:15:28.400,1.0
2022-07-08 10:15:28.500,1.0
2022-07-08 10:15:28.600,1.0
2022-07-08 10:15:28.700,1.0
2022-07-08 10:15:28.800,1.0
2022-07-08 10:15:28.900,1.0
2022-07-08 10:15:29.000,1.0
2022-07-08 10:15:29.100,1.0
2022-07-08 10:15:29.200,1.0
2022-07-08 10:15:29.300,1.0
2022-07-08 10:15:29.400,1.0
2022-07-08 10:15:29.500,1.0
2022-07-08 10:15:29.600,1.0
2022-07-08 10:15:29.700,1.0
2022-07-08 10:15:29.800,1.0
2022-07-08 10:15:29.900,1.0
2022-07-08 10:15:30.000,1.0
2022-07-08 10:15:30.100,1.0
2022-07-08 10:15:30.200,1.0
2022-07-08 10:15:30.300,1.0
2022-07-08 10:15:30.400,1.0
2022-07-08 10:15:30.500,1.0
2022-07-08 10:15:30.600,1.0
2022-07-08 10:15:30.700,1.0
2022-07-08 10:15:30.800,1.0
2022-07-08 10:15:30.900,1.0
2022-07-08 10:15:31.000,1.0
2022-07-08 10:15:31.100,1.0
2022-07-08 10:15:31.200,1.0
2022-07-08 10:15:31.300,1.0
2022-07-08 10:15:31.400,1.0
2022-07-08 10:15:31.500,1.0
2022-07-08 10:15:31.600,1.0
2022-07-08 10:15:31.700,1.0
2022-07-08 10:15:31.800,1.0
2022-07-08 10:15:31.900,1.0
2022-07-08 10:15:32.000,1.0
2022-07-08 10:15:32.100,1.0
2022-07-08 10:15:32.200,1.0
2022-07-08 10:15:32.300,1.0
2022-07-08 10:15:32.400,1.0
2022-07-08 10:15:32.500,1.0
2022-07-08 10:15:32.600,1.0
2022-07-08 10:15:32.700,1.0
2022-07-08 10:15:32.800,1.0
2022-07-08 10:15:32.900,1.0
2022-07-08 10:15:33.000,1.0
2022-07-08 10:15:33.100,1.0
2022-07-08 10:15:33.200,1.0
2022-07-08 10:15:33.300,1.0
2022-07-08 10:15:33.400,1.0
2022-07-08 10:15:33.500,1.0
2022-07-08 10:15:33.600,1.0
2022-07-08 10:15:33.700,1.0
2022-07-08 10:15:33.800,1.0
2022-07-08 10:15:33.900,1.0
2022-07-08 10:15:34.000,1.0
2022-07-08 10:15:34.100,1.0
2022-07-08 10:15:34.200,1.0
2022-07-08 10:15:34.300,1.0
2022-07-08 10:15:34.400,1.0
2022-07-08 10:15:34.500,1.0
2022-07-08 10:15:34.600,1.0
2022-07-08 10:15:34.700,1.0
2022-07-08 10:15:34.800,1.0
2022-07-08 10:15:34.900,1.0
2022-07-08 10:15:35.000,1.0
2022-07-08 10:15:35.100,1.0
2022-07-08 10:15:35.200,1.0
2022-07-08 10:15:35.300,1.0
2022-07-08 10:15:35.400,1.0
2022-07-08 10:15:35.500,1.0
2022-07-08 10:15:35.600,1.0
2022-07-08 10:15:35.700,1.0
2022-07-08 10:15:35.800,1.0
2022-07-08 10:15:35.900,1.0
2022-07-08 10:15:36.000,1.0
2022-07-08 10:15:36.100,1.0
2022-07-08 10:15:36.200,1.0
2022-07-08 10:15:36.300,1.0
2022-07-08 10:15:36.400,1.0
2022-07-08 10:15:36.500,1.0
2022-07-08 10:15:36.600,1.0
2022-07-08 10:15:36.700,1.0
2022-07-08 10:15:36.800,1.0
2022-07-08 10:15:36.900,1.0
2022-07-08 10:15:37.000,1.0
2022-07-08 10:15:37.100,1.0
2022-07-08 10:15:37.200,1.0
2022-07-08 10:15:37.300,1.0
2022-07-08 10:15:37.400,1.0
2022-07-08 10:15:37.500,1.0
2022-07-08 10:15:37.600,1.0
2022-07-08 10:15:37.700,1.0
2022-07-08 10:15:37.800,1.0
2022-07-08 10:15:37.900,1.0
2022-07-08 10:15:38.000,1.0
2022-07-08 10:15:38.100,1.0
2022-07-08 10:15:38.200,1.0
2022-07-08 10:15:38.300,1.0
2022-07-08 10:15:38.400,1.0
2022-07-08 10:15:38.500,1.0
2022-07-08 10:15:38.600,1.0
2022-07-08 10:15:38.700,1.0
2022-07-08 10:15:38.800,1.0
2022-07-08 10:15:38.900,1.0
2022-07-08 10:15:39.000,1.0
2022-07-08 10:15:39.100,1.0
2022-07-08 10:15:39.200,1.0
2022-07-08 10:15:39.300,1.0
2022-07-08 10:15:39.400,1.0
2022-07-08 10:15:39.500,1.0
2022-07-08 10:15:39.600,1.0
2022-07-08 10:15:39.700,1.0
2022-07-08 10:15:39.800,1.0
2022-07-08 10:15:39.900,1.0
2022-07-08 10:15:40.000,1.0
2022-07-08 10:15:40.100,1.0
2022-07-08 10:15:40.200,1.0
2022-07-08 10:15:40.300,1.0
2022-07-08 10:15:40.400,1.0
2022-07-08 10:15:40.500,1.0
2022-07-08 10:15:40.600,1.0
2022-07-08 10:15:40.700,1.0
2022-07-08 10:15:40.800,1.0
2022-07-08 10:15:40.900,1.0
2022-07-08 10:15:41.000,1.0
2022-07-08 10:15:41.100,1.0
2022-07-08 10:15:41.200,1.0
2022-07-08 10:15:41.300,1.0
2022-07-08 10:15:41.400,1.0
2022-07-08 10:15:41.500,1.0
2022-07-08 10:15:41.600,1.0
2022-07-08 10:15:41.700,1.0
2022-07-08 10:15:41.800,1.0
2022-07-08 10:15:41.900,1.0
2022-07-08 10:15:42.000,1.0
2022-07-08 10:15:42.100,1.0
2022-07-08 10:15:42.200,1.0
2022-07-08 10:15:42.300,1.0
2022-07-08 10:15:42.400,1.0
2022-07-08 10:15:42.500,1.0
2022-07-08 10:15:42.600,1.0
2022-07-08 10:15:42.700,1.0
2022-07-08 10:15:42.800,1.0
2022-07-08 10:15:42.900,1.0
2022-07-08 10:15:43.000,1.0
2022-07-08 10:15:43.100,1.0
2022-07-08 10:15:43.200,1.0
2022-07-08 10:15:43.300,1.0
2022-07-08 10:15:43.400,1.0
2022-07-08 10:15:43.500,1.0
2022-07-08 10:15:43.600,1.0
2022-07-08 10:15:43.700,1.0
2022-07-08 10:15:43.800,1.0
2022-07-08 10:15:43.900,1.0
2022-07-08 10:15:44.000,1.0
2022-07-08 10:15:44.100,1.0
2022-07-08 10:15:44.200,1.0
2022-07-08 10:15:44.300,1.0
2022-07-08 10:15:44.400,1.0
2022-07-08 10:15:44.500,1.0
2022-07-08 10:15:44.600,1.0
2022-07-08 10:15:44.700,1.0
2022-07-08 10:15:44.800,1.0
2022-07-08 10:15:44.900,1.0
2022-07-08 10:15:45.000,1.0
2022-07-08 10:15:45.100,1.0
2022-07-08 10:15:45.200,1.0
2022-07-08 10:15:45.300,1.0
2022-07-08 10:15:45.400,1.0
2022-07-08 10:15:45.500,1.0
2022-07-08 10:15:45.600,1.0
2022-07-08 10:15:45.700,1.0
2022-07-08 10:15:45.800,1.0
2022-07-08 10:15:45.900,1.0
2022-07-08 10:15:46.000,1.0
2022-07-08 10:15:46.100,1.0
2022-07-08 10:15:46.200,1.0
2022-07-08 10:15:46.300,1.0
2022-07-08 10:15:46.400,1.0
2022-07-08 10:15:46.500,1.0
2022-07-08 10:15:46.600,1.0
2022-07-08 10:15:46.700,1.0
2022-07-08 10:15:46.800,1.0
2022-07-08 10:15:46.900,1.0
2022-07-08 10:15:47.000,1.0
2022-07-08 10:15:47.100,1.0
2022-07-08 10:15:47.200,1.0
2022-07-08 10:15:47.300,1.0
2022-07-08 10:15:47.400,1.0
2022-07-08 10:15:47.500,1.0
2022-07-08 10:15:47.600,1.0
2022-07-08 10:15:47.700,1.0
2022-07-08 10:15:47.800,1.0
2022-07-08 10:15:47.900,1.0
2022-07-08 10:15:48.000,1.0
2022-07-08 10:15:48.100,1.0
2022-07-08 10:15:48.200,1.0
2022-07-08 10:15:48.300,1.0
2022-07-08 10:15:48.400,1.0
2022-07-08 10:15:48.500,1.0
2022-07-08 10:15:48.600,1.0
2022-07-08 10:15:48.700,1.0
2022-07-08 10:15:48.800,1.0
2022-07-08 10:15:48.900,1.0
2022-07-08 10:15:49.000,1.0
2022-07-08 10:15:49.100,1.0
2022-07-08 10:15:49.200,1.0
2022-07-08 10:15:49.300,1.0
2022-07-08 10:15:49.400,1.0
2022-07-08 10:15:49.500,1.0
2022-07-08 10:15:49.600,1.0
2022-07-08 10:15:49.700,1.0
2022-07-08 10:15:49.800,1.0
2022-07-08 10:15:49.900,1.0
2022-07-08 10:15:50.000,1.0
2022-07-08 10:15:50.100,1.0
2022-07-08 10:15:50.200,1.0
2022-07-08 10:15:50.300,1.0
2022-07-08 10:15:50.400,1.0
2022-07-08 10:15:50.500,1.0
2022-07-08 10:15:50.600,1.0
2022-07-08 10:15:50.700,1.0
2022-07-08 10:15:50.800,1.0
2022-07-08 10:15:50.900,1.0
2022-07-08 10:15:51.000,1.0
2022-07-08 10:15:51.100,1.0
2022-07-08 10:15:51.200,1.0
2022-07-08 10:15:51.300,1.0
2022-07-08 10:15:51.400,1.0
2022-07-08 10:15:51.500,1.0
2022-07-08 10:15:51.600,1.0
2022-07-08 10:15:51.700,1.0
2022-07-08 10:15:51.800,1.0
2022-07-08 10:15:51.900,1.0
2022-07-08 10:15:52.000,1.0
2022-07-08 10:15:52.100,1.0
2022-07-08 10:15:52.200,1.0
2022-07-08 10:15:52.300,1.0
2022-07-08 10:15:52.400,1.0
2022-07-08 10:15:52.500,1.0
2022-07-08 10:15:52.600,1.0
2022-07-08 10:15:52.700,1.0
2022-07-08 10:15:52.800,1.0
2022-07-08 10:15:52.900,1.0
2022-07-08 10:15:53.000,1.0
2022-07-08 10:15:53.100,1.0
2022-07-08 10:15:53.200,1.0
2022-07-08 10:15:53.300,1.0
2022-07-08 10:15:53.400,1.0
2022-07-08 10:15:53.500,1.0
2022-07-08 10:15:53.600,1.0
2022-07-08 10:15:53.700,1.0
2022-07-08 10:15:53.800,1.0
2022-07-08 10:15:53.900,1.0
2022-07-08 10:15:54.000,1.0
2022-07-08 10:15:54.100,1.0
2022-07-08 10:15:54.200,1.0
2022-07-08 10:15:54.300,1.0
2022-07-08 10:15:54.400,1.0
2022-07-08 10:15:54.500,1.0
2022-07-08 10:15:54.600,1.0
2022-07-08 10:15:54.700,1.0
2022-07-08 10:15:54.800,1.0
2022-07-08 10:15:54.900,1.0
2022-07-08 10:15:55.000,1.0
2022-07-08 10:15:55.100,1.0
2022-07-08 10:15:55.200,1.0
2022-07-08 10:15:55.300,1.0
2022-07-08 10:15:55.400,1.0
2022-07-08 10:15:55.500,1.0
2022-07-08 10:15:55.600,1.0
2022-07-08 10:15:55.700,1.0
2022-07-08 10:15:55.800,1.0
2022-07-08 10:15:55.900,1.0
2022-07-08 10:15:56.000,1.0
2022-07-08 10:15:56.100,1.0
2022-07-08 10:15:56.200,1.0
2022-07-08 10:15:56.300,1.0
2022-07-08 10:15:56.400,1.0
2022-07-08 10:15:56.500,1.0
2022-07-08 10:15:56.600,1.0
2022-07-08 10:15:56.700,1.0
2022-07-08 10:15:56.800,1.0
2022-07-08 10:15:56.900,1.0
2022-07-08 10:15:57.000,1.0
2022-07-08 10:15:57.100,1.0
2022-07-08 10:15:57.200,1.0
2022-07-08 10:15:57.300,1.0
2022-07-08 10:15:57.400,1.0
2022-07-08 10:15:57.500,1.0
2022-07-08 10:15:57.600,1.0
2022-07-08 10:15:57.700,1.0
2022-07-08 10:15:57.800,1.0
2022-07-08 10:15:57.900,1.0
2022-07-08 10:15:58.000,1.0
2022-07-08 10:15:58.100,1.0
2022-07-08 10:15:58.200,1.0
2022-07-08 10:15:58.300,1.0
2022-07-08 10:15:58.400,1.0
2022-07-08 10:15:58.500,1.0
2022-07-08 10:15:58.600,1.0
2022-07-08 10:15:58.700,1.0
2022-07-08 10:15:58.800,1.0
2022-07-08 10:15:58.900,1.0
2022-07-08 10:15:59.000,1.0
2022-07-08 10:15:59.100,85.3
2022-07-08 10:15:59.200,169.6
2022-07-08 10:15:59.300,253.89999999999998
2022-07-08 10:15:59.400,338.2
2022-07-08 10:15:59.500,422.5
2022-07-08 10:15:59.600,506.79999999999995
2022-07-08 10:15:59.700,591.1
2022-07-08 10:15:59.800,675.4
2022-07-08 10:15:59.900,759.6999999999999
2022-07-08 10:16:00.000,844.0
2022-07-08 10:16:00.100,767.3
2022-07-08 10:16:00.200,690.6
2022-07-08 10:16:00.300,613.9
2022-07-08 10:16:00.400,537.2
2022-07-08 10:16:00.500,460.5
2022-07-08 10:16:00.600,383.79999999999995
2022-07-08 10:16:00.700,307.1
2022-07-08 10:16:00.800,230.39999999999998
2022-07-08 10:16:00.900,153.69999999999993
2022-07-08 10:16:01.000,77.0
2022-07-08 10:16:01.100,77.0
2022-07-08 10:16:01.200,77.0
2022-07-08 10:16:01.300,77.0
2022-07-08 10:16:01.400,77.0
2022-07-08 10:16:01.500,77.0
2022-07-08 10:16:01.600,77.0
2022-07-08 10:16:01.700,77.0
2022-07-08 10:16:01.800,77.0
2022-07-08 10:16:01.900,77.0
2022-07-08 10:16:02.000,77.0
2022-07-08 10:16:02.100,77.0
2022-07-08 10:16:02.200,77.0
2022-07-08 10:16:02.300,77.0
2022-07-08 10:16:02.400,77.0
2022-07-08 10:16:02.500,77.0
2022-07-08 10:16:02.600,77.0
2022-07-08 10:16:02.700,77.0
2022-07-08 10:16:02.800,77.0
2022-07-08 10:16:02.900,77.0
2022-07-08 10:16:03.000,77.0
2022-07-08 10:16:03.100,77.0
2022-07-08 10:16:03.200,77.0
2022-07-08 10:16:03.300,77.0
2022-07-08 10:16:03.400,77.0
2022-07-08 10:16:03.500,77.0
2022-07-08 10:16:03.600,77.0
2022-07-08 10:16:03.700,77.0
2022-07-08 10:16:03.800,77.0
2022-07-08 10:16:03.900,77.0
2022-07-08 10:16:04.000,77.0
2022-07-08 10:16:04.100,77.0
2022-07-08 10:16:04.200,77.0
2022-07-08 10:16:04.300,77.0
2022-07-08 10:16:04.400,77.0
2022-07-08 10:16:04.500,77.0
2022-07-08 10:16:04.600,77.0
2022-07-08 10:16:04.700,77.0
2022-07-08 10:16:04.800,77.0
2022-07-08 10:16:04.900,77.0
2022-07-08 10:16:05.000,77.0
2022-07-08 10:16:05.100,77.0
2022-07-08 10:16:05.200,77.0
2022-07-08 10:16:05.300,77.0
2022-07-08 10:16:05.400,77.0
2022-07-08 10:16:05.500,77.0
2022-07-08 10:16:05.600,77.0
2022-07-08 10:16:05.700,77.0
2022-07-08 10:16:05.800,77.0
2022-07-08 10:16:05.900,77.0
2022-07-08 10:16:06.000,77.0
2022-07-08 10:16:06.100,77.0
2022-07-08 10:16:06.200,77.0
2022-07-08 10:16:06.300,77.0
2022-07-08 10:16:06.400,77.0
2022-07-08 10:16:06.500,77.0
2022-07-08 10:16:06.600,77.0
2022-07-08 10:16:06.700,77.0
2022-07-08 10:16:06.800,77.0
2022-07-08 10:16:06.900,77.0
2022-07-08 10:16:07.000,77.0
2022-07-08 10:16:07.100,77.0
2022-07-08 10:16:07.200,77.0
2022-07-08 10:16:07.300,77.0
2022-07-08 10:16:07.400,77.0
2022-07-08 10:16:07.500,77.0
2022-07-08 10:16:07.600,77.0
2022-07-08 10:16:07.700,77.0
2022-07-08 10:16:07.800,77.0
2022-07-08 10:16:07.900,77.0
2022-07-08 10:16:08.000,77.0
2022-07-08 10:16:08.100,77.0
2022-07-08 10:16:08.200,77.0
2022-07-08 10:16:08.300,77.0
2022-07-08 10:16:08.400,77.0
2022-07-08 10:16:08.500,77.0
2022-07-08 10:16:08.600,77.0
2022-07-08 10:16:08.700,77.0
2022-07-08 10:16:08.800,77.0
2022-07-08 10:16:08.900,77.0
2022-07-08 10:16:09.000,77.0
2022-07-08 10:16:09.100,77.0
2022-07-08 10:16:09.200,77.0
2022-07-08 10:16:09.300,77.0
2022-07-08 10:16:09.400,77.0
2022-07-08 10:16:09.500,77.0
2022-07-08 10:16:09.600,77.0
2022-07-08 10:16:09.700,77.0
2022-07-08 10:16:09.800,77.0
2022-07-08 10:16:09.900,77.0
2022-07-08 10:16:10.000,77.0
2022-07-08 10:16:10.100,77.0
2022-07-08 10:16:10.200,77.0
2022-07-08 10:16:10.300,77.0
2022-07-08 10:16:10.400,77.0
2022-07-08 10:16:10.500,77.0
2022-07-08 10:16:10.600,77.0
2022-07-08 10:16:10.700,77.0
2022-07-08 10:16:10.800,77.0
2022-07-08 10:16:10.900,77.0
2022-07-08 10:16:11.000,77.0
2022-07-08 10:16:11.100,77.0
2022-07-08 10:16:11.200,77.0
2022-07-08 10:16:11.300,77.0
2022-07-08 10:16:11.400,77.0
2022-07-08 10:16:11.500,77.0
2022-07-08 10:16:11.600,77.0
2022-07-08 10:16:11.700,77.0
2022-07-08 10:16:11.800,77.0
2022-07-08 10:16:11.900,77.0
2022-07-08 10:16:12.000,77.0
2022-07-08 10:16:12.100,77.0
2022-07-08 10:16:12.200,77.0
2022-07-08 10:16:12.300,77.0
2022-07-08 10:16:12.400,77.0
2022-07-08 10:16:12.500,77.0
2022-07-08 10:16:12.600,77.0
2022-07-08 10:16:12.700,77.0
2022-07-08 10:16:12.800,77.0
2022-07-08 10:16:12.900,77.0
2022-07-08 10:16:13.000,77.0
2022-07-08 10:16:13.100,77.0
2022-07-08 10:16:13.200,77.0
2022-07-08 10:16:13.300,77.0
